,NAV
2022-08-05,106951.55182020465
2022-08-08,107194.86758223754
2022-08-09,105949.76406668751
2022-08-10,108725.0513654253
2022-08-11,108243.24452277506
2022-08-12,110562.41801525926
2022-08-15,111262.6705882684
2022-08-16,111159.8684857796
2022-08-17,112136.37362463164
2022-08-18,111879.40331812881
2022-08-19,110189.8240521544
2022-08-22,107630.69435561929
2022-08-23,107630.69435561929
2022-08-24,107630.69435561929
2022-08-25,107630.69435561929
2022-08-26,107630.69435561929
2022-08-29,107630.69435561929
2022-08-30,107630.69435561929
2022-08-31,107630.69435561929
2022-09-01,107630.69435561929
2022-09-02,107630.69435561929
2022-09-06,107630.69435561929
2022-09-07,107630.69435561929
2022-09-08,107630.69435561929
2022-09-09,107630.69435561929
2022-09-12,107609.17252111505
2022-09-13,103244.13485998005
2022-09-14,103223.49016194769
2022-09-15,103612.36130481744
2022-09-16,103475.91912499108
2022-09-19,105427.07248513425
2022-09-20,105311.09611178828
2022-09-21,102606.08071008974
2022-09-22,98421.43430888416
2022-09-23,98421.43430888416
2022-09-26,98421.43430888416
2022-09-27,98421.43430888416
2022-09-28,98421.43430888416
2022-09-29,98421.43430888416
2022-09-30,98421.43430888416
2022-10-03,98421.43430888416
2022-10-04,98421.43430888416
2022-10-05,98421.43430888416
2022-10-06,98421.43430888416
2022-10-07,98421.43430888416
2022-10-10,98421.43430888416
2022-10-11,98421.43430888416
2022-10-12,98421.43430888416
2022-10-13,98421.43430888416
2022-10-14,98421.43430888416
2022-10-17,98421.43430888416
2022-10-18,98421.43430888416
2022-10-19,98421.43430888416
2022-10-20,98421.43430888416
2022-10-21,98401.75395809254
2022-10-24,95982.23409983334
2022-10-25,98894.48840300503
2022-10-26,101477.12312479757
2022-10-27,100906.22758398787
2022-10-28,100491.64775341556
2022-10-31,99186.73532670585
2022-11-01,97443.45575522342
2022-11-02,92770.92723810786
2022-11-03,91395.47298729392
2022-11-04,93895.91507722018
2022-11-07,94391.69485410955
2022-11-08,94449.18511780543
2022-11-09,93220.53111589355
2022-11-10,97057.3968696656
2022-11-11,97215.48168619515
2022-11-14,96216.74106392328
2022-11-15,95519.76622197364
2022-11-16,95649.09100817291
2022-11-17,95194.28320768155
2022-11-18,94232.12399387913
2022-11-21,93714.06122425952
2022-11-22,95250.40214368777
2022-11-23,95705.21121802817
2022-11-25,95556.58666036723
2022-11-28,95065.96175681522
2022-11-29,94715.01459052331
2022-11-30,96557.5228980661
2022-12-01,90184.55228001311
2022-12-02,89862.15806236339
2022-12-05,87917.76712595916
2022-12-06,86505.7631663278
2022-12-07,87315.44335170805
2022-12-08,87836.35779959893
2022-12-09,90596.63901312152
2022-12-12,89229.23926238442
2022-12-13,90690.06655748715
2022-12-14,89979.4729192754
2022-12-15,82183.83411552897
2022-12-16,81876.02163066468
2022-12-19,81610.18373558696
2022-12-20,81610.18373558696
2022-12-21,81610.18373558696
2022-12-22,81610.18373558696
2022-12-23,81610.18373558696
2022-12-27,81610.18373558696
2022-12-28,81610.18373558696
2022-12-29,81610.18373558696
2022-12-30,81610.18373558696
2023-01-03,81593.86496259445
2023-01-04,82354.7216732533
2023-01-05,82336.46091186
2023-01-06,83912.04508181904
2023-01-09,83565.2759275164
2023-01-10,84313.53141062026
2023-01-11,84940.08688245268
2023-01-12,84854.91340240485
2023-01-13,86996.22056809018
2023-01-17,85651.82585120697
2023-01-18,83078.61611866737
2023-01-19,81938.68903164122
2023-01-20,88029.93666283666
2023-01-23,93274.4926093498
2023-01-24,94282.06075265715
2023-01-25,94959.63529336528
2023-01-26,95729.28308641555
2023-01-27,96573.17718206039
2023-01-30,94545.71938451394
2023-01-31,95083.51224275152
2023-02-01,98533.68720856373
2023-02-02,100625.0319118241
2023-02-03,98821.74086623453
2023-02-06,98178.25466784206
2023-02-07,99607.3916601568
2023-02-08,97057.9756974664
2023-02-09,96206.17185684765
2023-02-10,94999.14534381931
2023-02-13,97378.17664722035
2023-02-14,99077.77955967782
2023-02-15,98563.32841018977
2023-02-16,95687.21618181102
2023-02-17,94033.82445901849
2023-02-21,91506.703856358
2023-02-22,91506.703856358
2023-02-23,91506.703856358
2023-02-24,91506.703856358
2023-02-27,91506.703856358
2023-02-28,91506.703856358
2023-03-01,91506.703856358
2023-03-02,91506.703856358
2023-03-03,91488.40617512296
2023-03-06,91511.54282245881
2023-03-07,90388.09531766306
2023-03-08,91416.11283712611
2023-03-09,90007.82286427873
2023-03-10,88895.9842128134
2023-03-13,89133.10010829513
2023-03-14,91445.02785634414
2023-03-15,90516.78857600488
2023-03-16,92029.17030205643
2023-03-17,91229.60691020361
2023-03-20,93071.62796127315
2023-03-21,92727.95379312652
2023-03-22,91878.93842307164
2023-03-23,93089.10782571432
2023-03-24,92643.47839657246
2023-03-27,91248.26696271152
2023-03-28,90315.5009222514
2023-03-29,92212.96151755883
2023-03-30,93287.24235396806
2023-03-31,94622.60461156207
2023-04-03,94756.02714678664
2023-04-04,94440.3890788585
2023-04-05,93334.59912856677
2023-04-06,94589.38248568238
2023-04-10,93856.48731696607
2023-04-11,93176.59152119837
2023-04-12,92333.66269434789
2023-04-13,94681.16150110943
2023-04-14,96734.70767797924
2023-04-17,95595.71296856563
2023-04-18,95605.78956435862
2023-04-19,95484.10864104082
2023-04-20,95206.86614149415
2023-04-21,95024.30609258357
2023-04-24,95152.78082142479
2023-04-25,93083.81848568356
2023-04-26,91434.02290389893
2023-04-27,92664.59097411657
2023-04-28,93469.22057853069
2023-05-01,95470.58731102348
2023-05-02,93928.97893963494
2023-05-03,91904.36443756454
2023-05-04,91376.35356665523
2023-05-05,92023.92177252538
2023-05-08,91817.00534066124
2023-05-09,91569.20791893185
2023-05-10,92847.8130189711
2023-05-11,92581.05565472932
2023-05-12,92022.69533709418
2023-05-15,91962.44454280681
2023-05-16,92589.9572683477
2023-05-17,94575.19286854609
2023-05-18,98560.88362015394
2023-05-19,97584.2160100263
2023-05-22,97794.16554704902
2023-05-23,97291.22143427713
2023-05-24,97077.99517940884
2023-05-25,104275.66762222952
2023-05-26,109333.31810476209
2023-05-30,109678.48175287723
2023-05-31,110986.34122054053
2023-06-01,112681.94366159762
2023-06-02,113588.04818311887
2023-06-05,113815.0249933573
2023-06-06,114097.45695383576
2023-06-07,112640.26510135502
2023-06-08,114808.87067309488
2023-06-09,116059.35357943084
2023-06-12,118579.98695881222
2023-06-13,120289.46692639339
2023-06-14,121944.63442467352
2023-06-15,121564.04019716635
2023-06-16,120675.71580549164
2023-06-20,121639.27538061561
2023-06-21,119930.30624633408
2023-06-22,120304.7496911904
2023-06-23,119405.6382699576
2023-06-26,116229.11217227665
2023-06-27,116205.87099807704
2023-06-28,116844.15782299815
2023-06-29,116827.59836761266
2023-06-30,118913.79778266966
2023-07-03,118738.68626020782
2023-07-05,118399.41683428924
2023-07-06,118135.76621160354
2023-07-07,116413.85812920015
2023-07-10,116073.69480367289
2023-07-11,117888.9614164117
2023-07-12,118472.72173942717
2023-07-13,119048.4887230562
2023-07-14,119768.21367284289
2023-07-17,122655.06788277513
2023-07-18,122878.95924279711
2023-07-19,123350.76090960129
2023-07-20,124870.1701554396
2023-07-21,123910.56716685808
2023-07-24,126349.58675194513
2023-07-25,125405.97044213647
2023-07-26,126157.64279706829
2023-07-27,124766.23079101535
2023-07-28,125477.93644901499
2023-07-31,126317.61339439939
2023-08-01,125693.83446965054
2023-08-02,124220.69898201402
2023-08-03,124008.50521547816
2023-08-04,123680.26747098666
2023-08-07,126981.99498125211
2023-08-08,126856.51679250169
2023-08-09,125176.65766294612
2023-08-10,125205.65303736896
2023-08-11,125030.10821551873
2023-08-14,126981.30743865253
2023-08-15,124361.63798618292
2023-08-16,122012.98450684983
2023-08-17,121004.13709071351
2023-08-18,121004.13709071351
2023-08-21,121004.13709071351
2023-08-22,120979.941102493
2023-08-23,124815.89033104434
2023-08-24,124940.37042684983
2023-08-25,126451.9665451067
2023-08-28,127393.81924207282
2023-08-29,132322.0019984617
2023-08-30,133276.62108527875
2023-08-31,133433.6214383794
2023-09-01,131490.18385449034
2023-09-05,133559.1796687041
2023-09-06,130667.42681195677
2023-09-07,128796.76608131922
2023-09-08,129063.54440039031
2023-09-11,133642.64303257916
2023-09-12,131499.2117052718
2023-09-13,133224.326831442
2023-09-14,134754.23977116297
2023-09-15,132281.2724578524
2023-09-18,132059.65062477527
2023-09-19,131963.67466450098
2023-09-20,129703.9234380817
2023-09-21,127657.12493509379
2023-09-22,125701.5378365709
2023-09-25,126015.41935599748
2023-09-26,124698.15648425731
2023-09-27,125379.28480176553
2023-09-28,126513.96928528219
2023-09-29,125697.46032498167
2023-10-02,127110.25388884949
2023-10-03,125715.23628202741
2023-10-04,127219.27975872996
2023-10-05,126712.00191151306
2023-10-06,123994.77313632268
2023-10-09,124424.53285775837
2023-10-10,125188.89902612558
2023-10-11,126576.13235739063
2023-10-12,126678.60511963817
2023-10-13,123797.47503116216
2023-10-16,125460.93891157841
2023-10-17,124135.65685105018
2023-10-18,122044.5124722391
2023-10-19,121324.21346807049
2023-10-20,119428.8316023566
2023-10-23,120133.6208175437
2023-10-24,121836.22482092155
2023-10-25,121347.30749549114
2023-10-26,117933.68537179407
2023-10-27,117439.10359263336
2023-10-30,120576.27829610516
2023-10-31,120956.28495835504
2023-11-01,123628.02985176136
2023-11-02,124695.60020680292
2023-11-03,126622.13139802314
2023-11-06,127637.57243924987
2023-11-07,128330.8002849273
2023-11-08,129107.30877898243
2023-11-09,128438.95783116337
2023-11-10,131822.00573989752
2023-11-13,130902.94842480816
2023-11-14,132136.8939406657
2023-11-15,134124.39727330155
2023-11-16,136023.55447729147
2023-11-17,134742.2269677822
2023-11-20,137359.6531907018
2023-11-21,136650.5934615332
2023-11-22,137953.61603894611
2023-11-24,138108.83104703476
2023-11-27,138261.8803728338
2023-11-28,138966.7157509381
2023-11-29,138012.58251164004
2023-11-30,137493.23064509867
2023-12-01,137538.00910733442
2023-12-04,137467.90333346612
2023-12-05,138546.9173570348
2023-12-06,138346.38884157958
2023-12-07,139385.0496509204
2023-12-08,140108.0423250486
2023-12-11,140496.27315704944
2023-12-12,140820.95439352968
2023-12-13,142359.2426741315
2023-12-14,142643.56778035202
2023-12-15,145456.65625564946
2023-12-18,147507.61008338272
2023-12-19,147992.20248930162
2023-12-20,145087.879434666
2023-12-21,146370.7722450582
2023-12-22,146666.6737919077
2023-12-26,147480.74291628678
2023-12-27,148283.59999691678
2023-12-28,148230.0785919998
2023-12-29,147703.17620826492
2024-01-02,146354.9148951916
2024-01-03,146133.22218932403
2024-01-04,145258.74077086366
2024-01-05,145987.51697805527
2024-01-08,145775.6728945954
2024-01-09,144565.33012078374
2024-01-10,147857.0735772508
2024-01-11,149141.1373410717
2024-01-12,148836.44600663678
2024-01-16,153385.04641573955
2024-01-17,152490.01821988265
2024-01-18,155357.38948201254
2024-01-19,161842.97553864893
2024-01-22,162286.43512516652
2024-01-23,162882.20919035224
2024-01-24,166932.95718293323
2024-01-25,167626.67368914912
2024-01-26,166032.48138712943
2024-01-29,169933.62830483261
2024-01-30,170774.24287831906
2024-01-31,167381.84357703148
2024-02-01,171462.52218077114
2024-02-02,179985.74972976168
2024-02-05,188615.0391387872
2024-02-06,185598.0668017795
2024-02-07,190701.61546501552
2024-02-08,189455.67450463984
2024-02-09,196235.0462996343
2024-02-12,196547.86744925717
2024-02-13,192750.38263684075
2024-02-14,197057.98091355735
2024-02-15,197003.17734123304
2024-02-16,195331.24251115735
2024-02-20,191576.32401128067
2024-02-21,191507.29040924888
2024-02-22,193804.53911060918
2024-02-23,194778.48185503235
2024-02-26,194111.53266991247
2024-02-27,194206.77965033005
2024-02-28,195191.34870377847
2024-02-29,196969.84031908854
2024-03-01,196154.66513917642
2024-03-04,197626.18014304448
2024-03-05,199605.80897607628
2024-03-06,200643.28925245418
2024-03-07,198885.94856802688
2024-03-08,199256.4796592849
2024-03-11,199330.57570881973
2024-03-12,200971.4676383628
2024-03-13,202601.7841024645
2024-03-14,198912.24104488926
2024-03-15,196543.28290348029
2024-03-18,201280.13728799194
2024-03-19,201792.92743307847
2024-03-20,203884.6942325456
2024-03-21,204068.1607503688
2024-03-22,206126.05856347352
2024-03-25,204251.16671991983
2024-03-26,204383.23978684228
2024-03-27,204470.54451885223
2024-03-28,204305.06779876543
2024-04-01,208544.3554689044
2024-04-02,207293.72471456707
2024-04-03,208701.01575714204
2024-04-04,202877.3769649336
2024-04-05,205881.48861810996
2024-04-08,207229.5668450043
2024-04-09,208489.24431668187
2024-04-10,208444.86871996758
2024-04-11,212072.01399913942
2024-04-12,209142.91908028803
2024-04-15,205677.03457799982
2024-04-16,205109.83426117653
2024-04-17,205109.83426117653
2024-04-18,205109.83426117653
2024-04-19,205109.83426117653
2024-04-22,205109.83426117653
2024-04-23,205068.82049707713
2024-04-24,205412.17476061636
2024-04-25,205164.87762672667
2024-04-26,207245.3614276632
2024-04-29,206435.3287324896
2024-04-30,205460.50142168137
2024-05-01,205267.1947774213
2024-05-02,208171.89714755234
2024-05-03,211429.01941394058
2024-05-06,214995.93381423142
2024-05-07,219219.3788810445
2024-05-08,216974.08292940038
2024-05-09,221416.38324176954
2024-05-10,223732.76637917478
2024-05-13,220310.81442700603
2024-05-14,221092.38769877306
2024-05-15,223690.1561518932
2024-05-16,225403.96404225987
2024-05-17,226182.71416728108
2024-05-20,225384.06173445552
2024-05-21,227637.93233677483
2024-05-22,227902.23849143123
2024-05-23,226333.35797904074
2024-05-24,230139.029932692
2024-05-28,231116.7329954649
2024-05-29,229226.68008682376
2024-05-30,231733.47658145142
2024-05-31,230184.4983768653
2024-06-03,231747.67999054526
2024-06-04,235158.32182065782
2024-06-05,237122.24999165998
2024-06-06,239492.60608362185
2024-06-07,240328.2049151644
2024-06-10,241112.6188687502
2024-06-11,241388.3578909735
2024-06-12,240962.02766220944
2024-06-13,240436.20342949656
2024-06-14,243195.96088657848
2024-06-17,246674.7440101956
2024-06-18,247481.97109369637
2024-06-20,245120.11951211785
2024-06-21,241007.69199709574
2024-06-24,236156.27121109367
2024-06-25,237607.39013240943
2024-06-26,239980.85158964287
2024-06-27,242513.3399536881
2024-06-28,239123.87490029045
2024-07-01,242147.21385412244
2024-07-02,249347.66797856463
2024-07-03,252452.97298197023
2024-07-05,255547.44105187076
2024-07-08,255226.46516761763
2024-07-09,257217.27906292712
2024-07-10,258879.6567078774
2024-07-11,254868.5149099187
2024-07-12,255833.91906055977
2024-07-15,259009.10925782094
2024-07-16,260446.909033162
2024-07-17,251333.23257433376
2024-07-18,247164.51364598176
2024-07-19,242025.94361672678
2024-07-22,242602.75640943495
2024-07-23,242660.48151668976
2024-07-24,240604.88315363892
2024-07-25,240604.88315363892
2024-07-26,240604.88315363892
2024-07-29,240604.88315363892
2024-07-30,240604.88315363892
2024-07-31,240604.88315363892
2024-08-01,240604.88315363892
2024-08-02,240556.77179927906
2024-08-05,234441.10796906694
2024-08-06,243488.97112110816
2024-08-07,240941.20935151912
2024-08-08,251147.12401322048
2024-08-09,255158.55545683316
2024-08-12,254261.65562244828
2024-08-13,260466.04046936354
2024-08-14,259588.8530520004
2024-08-15,264797.7456992115
2024-08-16,259914.12307296472
2024-08-19,260830.7050441609
2024-08-20,259574.01574886576
2024-08-21,263728.3697859388
2024-08-22,262136.6299616947
2024-08-23,260199.9682598855
2024-08-26,259898.80522786477
2024-08-27,260339.89275168587
2024-08-28,257097.1110901496
2024-08-29,255947.4424856541
2024-08-30,259140.4652027631
2024-09-03,248962.19675502912
2024-09-04,249842.45210562085
2024-09-05,253756.2679261368
2024-09-06,241446.50291069332
2024-09-09,255689.15676883483
2024-09-10,264566.21667867276
2024-09-11,269347.3505483584
2024-09-12,272148.0571209921
2024-09-13,272060.0769942027
2024-09-16,268818.9958766897
2024-09-17,270913.79410946113
2024-09-18,270189.73292137415
2024-09-19,282580.82608009543
2024-09-20,280490.05755786336
2024-09-23,289097.7163651959
2024-09-24,291680.17287036346
2024-09-25,292263.4863950058
2024-09-26,289609.7636073874
2024-09-27,290973.3233822603
2024-09-30,291005.4413727564
2024-10-01,288923.3489454881
2024-10-02,288412.2001333524
2024-10-03,289429.79396464454
2024-10-04,295527.2815580951
2024-10-07,293020.153914015
2024-10-08,298355.1244535471
2024-10-09,298846.5726420451
2024-10-10,297095.10544210754
2024-10-11,299732.43136682414
2024-10-14,301022.5853031898
2024-10-15,301479.0404169266
2024-10-16,303318.06054195925
2024-10-17,303325.86398119637
2024-10-18,305785.2176972272
2024-10-21,309578.3035260968
2024-10-22,309724.24167815805
2024-10-23,304207.43402827426
2024-10-24,305459.6479472793
2024-10-25,305416.65202104073
2024-10-28,304678.2084377514
2024-10-29,304129.3059479741
2024-10-30,303062.2584489927
2024-10-31,294640.04519449384
2024-11-01,294410.4710649336
2024-11-04,290704.25266556727
2024-11-05,296255.800854871
2024-11-06,318663.11364880734
2024-11-07,325897.7151109682
2024-11-08,333272.2758839737
2024-11-11,345214.1552225987
2024-11-12,344022.84644252376
2024-11-13,344606.10633453337
2024-11-14,339173.6130531763
2024-11-15,333500.24015082367
2024-11-18,340252.34475886915
2024-11-19,344863.6719285407
2024-11-20,344495.4934971724
2024-11-21,348112.36274779023
2024-11-22,352812.2852456826
2024-11-25,352877.61109945213
2024-11-26,354734.1656088949
2024-11-27,353153.4075954817
2024-11-29,355475.4556349047
2024-12-02,357517.6091552355
2024-12-03,361760.0856089031
2024-12-04,364290.4377981649
2024-12-05,364519.99261298333
2024-12-06,368461.01693292125
2024-12-09,366814.59088614053
2024-12-10,367689.6564653268
2024-12-11,372508.4169618952
2024-12-12,371572.50332889415
2024-12-13,369450.95487158326
2024-12-16,377385.90196517797
2024-12-17,378965.743079855
2024-12-18,366142.45372441807
2024-12-19,369820.3124328855
