,NAV
2021-03-30,14825.49701916182
2021-03-31,15072.275518243227
2021-04-01,15358.098151143204
2021-04-05,15611.73592384885
2021-04-06,15564.39371706572
2021-04-07,15618.124882452483
2021-04-08,15782.844352295047
2021-04-09,15896.036103196137
2021-04-12,16012.258885349447
2021-04-13,16193.448624583634
2021-04-14,16048.760230224741
2021-04-15,16364.882335184362
2021-04-16,16371.321292587545
2021-04-19,16275.09212746903
2021-04-20,16146.47476630794
2021-04-21,16303.818744718104
2021-04-22,16207.571580128242
2021-04-23,16355.817942254776
2021-04-26,16415.243642467613
2021-04-27,16405.212215926265
2021-04-28,16392.90421569919
2021-04-29,16409.482419420212
2021-04-30,16307.581509164913
2021-05-03,16328.493075448481
2021-05-04,16178.005174640137
2021-05-05,16161.392519208403
2021-05-06,16224.993333908453
2021-05-07,16314.182444439222
2021-05-10,16106.127211597784
2021-05-11,16054.123305839894
2021-05-12,15793.34768844473
2021-05-13,15926.333633802315
2021-05-14,16125.27452012519
2021-05-17,16094.523990296108
2021-05-18,16012.573615238514
2021-05-19,15981.616161780319
2021-05-20,16108.548505752296
2021-05-21,16052.796297269608
2021-05-24,16228.039199349398
2021-05-25,16196.036536147218
2021-05-26,16271.089612138843
2021-05-27,16242.758937225386
2021-05-28,16329.08954772885
2021-06-01,16337.765839931697
2021-06-02,16413.138435174642
2021-06-03,16343.520435063812
2021-06-04,16548.80590607313
2021-06-07,16608.895233896692
2021-06-08,16645.56332129197
2021-06-09,16630.40353190679
2021-06-10,16659.5666080745
2021-06-11,16722.390396309558
2021-06-14,16789.78079687828
2021-06-15,16739.696523026898
2021-06-16,16704.587073824034
2021-06-17,16738.571987039555
2021-06-18,16579.482122120542
2021-06-21,16747.369278883154
2021-06-22,16838.609075333898
2021-06-23,16841.746248339146
2021-06-24,16927.652973099423
2021-06-25,16927.881209318803
2021-06-28,16980.921786243707
2021-06-29,17010.28020042063
2021-06-30,17012.98712719787
2021-07-01,17068.431210793322
2021-07-02,17160.159914387572
2021-07-06,17140.664733147678
2021-07-07,17170.550806237894
2021-07-08,17068.341500293864
2021-07-09,17208.636122806136
2021-07-12,17219.574990931338
2021-07-13,17141.14192584363
2021-07-14,17112.246727140366
2021-07-15,17041.51191217859
2021-07-16,16916.696150621945
2021-07-19,16740.231479542963
2021-07-20,16998.691602133717
2021-07-21,17090.43620258969
2021-07-22,17095.781842966844
2021-07-23,17204.119651050223
2021-07-26,17256.155670363245
2021-07-27,17120.635931140205
2021-07-28,17160.24768126591
2021-07-29,17285.987460089586
2021-07-30,17228.700359521255
2021-08-02,17314.590803261344
2021-08-03,17390.769707949603
2021-08-04,17340.83672888292
2021-08-05,17458.670056767172
2021-08-06,17364.018525996446
2021-08-09,17415.317384125916
2021-08-10,17357.797008918908
2021-08-11,17348.913745845548
2021-08-12,17482.87851001245
2021-08-13,17471.178803768256
2021-08-16,17298.934430572386
2021-08-17,17064.173104244106
2021-08-18,16978.426922395698
2021-08-19,16918.988834917218
2021-08-20,17188.622644948508
2021-08-23,17555.626623805045
2021-08-24,17564.33926762829
2021-08-25,17632.061704395117
2021-08-26,17475.57983027128
2021-08-27,17759.377911849606
2021-08-30,17991.86888547106
2021-08-31,17935.127951262693
2021-09-01,17975.17850911848
2021-09-02,17998.987270741327
2021-09-03,18084.83160895305
2021-09-07,18175.768387565324
2021-09-08,18052.14977600464
2021-09-09,17982.054247868044
2021-09-10,17777.25711290104
2021-09-13,17807.76553471866
2021-09-14,17777.66890819025
2021-09-15,17924.653255168
2021-09-16,17913.848033428407
2021-09-17,17789.304410499706
2021-09-20,17346.701719071894
2021-09-21,17431.584955665414
2021-09-22,17725.00836441314
2021-09-23,17901.856810412555
2021-09-24,17924.75183917749
2021-09-27,17927.051193812684
2021-09-28,17499.303332332074
2021-09-29,17502.62602777763
2021-09-30,17439.06658360283
2021-10-01,17554.871241313762
2021-10-04,17288.124731210864
2021-10-05,17483.483187630223
2021-10-06,17561.463768713347
2021-10-07,17760.021515469023
2021-10-08,17657.98011052786
2021-10-11,17640.97285444694
2021-10-12,17680.700815088137
2021-10-13,17794.076909808733
2021-10-14,18136.693009195325
2021-10-15,18313.29063361917
2021-10-18,18584.923221390756
2021-10-19,18641.112694922613
2021-10-20,18631.132946562728
2021-10-21,18785.298180302256
2021-10-22,18740.807902716107
2021-10-25,18839.924616961183
2021-10-26,19110.279518366413
2021-10-27,19194.168994775355
2021-10-28,19355.320148582603
2021-10-29,19388.750381082227
2021-11-01,19431.493223706915
2021-11-02,19507.550737247122
2021-11-03,19616.076252370127
2021-11-04,19645.515672559028
2021-11-05,19698.350139994138
2021-11-08,19701.471103530886
2021-11-09,19670.103375058832
2021-11-10,19484.289630328778
2021-11-11,19531.711993825775
2021-11-12,19638.067172788556
2021-11-15,19617.195145025435
2021-11-16,19690.672719657083
2021-11-17,19700.10849325381
2021-11-18,19809.524036335533
2021-11-19,19860.573438751147
2021-11-22,19805.887892126382
2021-11-23,19780.08883847647
2021-11-24,19797.448247152824
2021-11-26,19553.64873794253
2021-11-29,19650.49592038353
2021-11-30,19632.18659689514
2021-12-01,19462.83350349458
2021-12-02,19573.59831550954
2021-12-03,19370.317213053495
2021-12-06,19469.159337749246
2021-12-07,19828.421953964687
2021-12-08,19896.865792323068
2021-12-09,19721.14900699403
2021-12-10,19804.406931036247
2021-12-13,19636.06906141535
2021-12-14,19596.61214915033
2021-12-15,19822.74688317103
2021-12-16,19595.132779104504
2021-12-17,19562.07391104101
2021-12-20,19484.79866663248
2021-12-21,19705.68091288671
2021-12-22,19785.93477373168
2021-12-23,19836.36985956496
2021-12-27,19972.37361451597
2021-12-28,19882.188303296254
2021-12-29,19871.216880320397
2021-12-30,19781.789987523873
2021-12-31,19693.93731709754
2022-01-03,20076.685221042644
2022-01-04,19858.420778907737
2022-01-05,19299.02838828184
2022-01-06,19287.80251203391
2022-01-07,19083.446523157527
2022-01-10,19136.51771936274
2022-01-11,19287.192220881087
2022-01-12,19384.971128176752
2022-01-13,18802.02759339318
2022-01-14,18942.736315077334
2022-01-18,18538.50660409794
2022-01-19,18251.467722203924
2022-01-20,18059.756412253755
2022-01-21,17593.72315236729
2022-01-24,17637.48770184467
2022-01-25,17344.09755946999
2022-01-26,17432.66748122678
2022-01-27,16910.955383780904
2022-01-28,17296.92836672083
2022-01-31,17966.294825159195
2022-02-01,18013.13973567205
2022-02-02,18029.135217682207
2022-02-03,17543.70394079173
2022-02-04,17767.29403725834
2022-02-07,17678.1186496269
2022-02-08,17914.917643209956
2022-02-09,18265.165195752095
2022-02-10,17845.318117667513
2022-02-11,17308.787379102178
2022-02-14,17367.10579349227
2022-02-15,17936.606950290163
2022-02-16,17945.999311188025
2022-02-17,17337.488551997736
2022-02-18,17107.277248988496
2022-02-22,16830.18893082002
2022-02-23,16298.686619447753
2022-02-24,16828.129241017665
2022-02-25,17103.931132761558
2022-02-28,17353.693455732064
2022-03-01,17086.773730231795
2022-03-02,17427.45814071261
2022-03-03,17135.578588541146
2022-03-04,16907.79047957917
2022-03-07,16320.727738919806
2022-03-08,16340.493760937265
2022-03-09,16940.88918077139
2022-03-10,16734.524286693457
2022-03-11,16335.902142399356
2022-03-14,15994.995452672758
2022-03-15,16522.08639646712
2022-03-16,17094.123267261573
2022-03-17,17358.145860127548
2022-03-18,17766.852309038284
2022-03-21,17812.494601318707
2022-03-22,18247.207450099195
2022-03-23,18062.601084383303
2022-03-24,18478.877998009375
2022-03-25,18464.659546446506
2022-03-28,18904.234694665647
2022-03-29,19191.92193910431
2022-03-30,18979.169390570252
2022-03-31,18707.48628239566
2022-04-01,18739.6356972591
2022-04-04,19162.61805717067
2022-04-05,18647.552446971844
2022-04-06,18158.631425555322
2022-04-07,18218.03496797236
2022-04-08,17924.333938041542
2022-04-11,17418.698489861494
2022-04-12,17418.527167824104
2022-04-13,17793.217710519548
2022-04-14,17372.91546079552
2022-04-18,17458.94085898421
2022-04-19,17791.995868533573
2022-04-20,17543.264826459104
2022-04-21,17365.08513532488
2022-04-22,16985.87314486879
2022-04-25,17102.779434500488
2022-04-26,16196.995699580535
2022-04-27,16262.71075996286
2022-04-28,16662.220360874806
2022-04-29,16111.119571272846
2022-05-02,16414.95531375702
2022-05-03,16482.468259905378
2022-05-04,17053.80054997958
2022-05-05,16151.098360429694
2022-05-06,16014.012956945147
2022-05-09,15209.951975002159
2022-05-10,15383.66259430628
2022-05-11,14775.435212250197
2022-05-12,14675.48801125455
2022-05-13,15231.452075662843
2022-05-16,14978.746516336041
2022-05-17,15437.910075410862
2022-05-18,14680.998493614266
2022-05-19,14621.32662068726
2022-05-20,14421.671563673797
2022-05-23,14704.750122370397
2022-05-24,14350.84551297474
2022-05-25,14630.767732116243
2022-05-26,15093.464228992634
2022-05-27,15664.533481960243
2022-05-31,15576.624473179536
2022-06-01,15434.07670427645
2022-06-02,15862.708378924111
2022-06-03,15327.292526168065
2022-06-06,15401.285475993163
2022-06-07,15560.319010873385
2022-06-08,15459.554453359686
2022-06-09,15114.017946528487
2022-06-10,14597.111059374884
2022-06-13,13881.936703781872
2022-06-14,13952.857145909504
2022-06-15,14324.554748858562
2022-06-16,13658.869937562911
2022-06-17,13794.999659174284
2022-06-21,14303.654491928168
2022-06-22,14259.037090499976
2022-06-23,14394.777517703045
2022-06-24,14897.595041400173
2022-06-27,14837.804019448498
2022-06-28,14381.084497537404
2022-06-29,14325.933663711905
2022-06-30,14143.053459445451
2022-07-01,14250.685585902664
2022-07-05,14447.31342183841
2022-07-06,14483.45045412261
2022-07-07,14863.552547386897
2022-07-08,14931.218945368202
2022-07-11,14540.054130249517
2022-07-12,14410.879984558223
2022-07-13,14425.119671534449
2022-07-14,14464.869365326971
2022-07-15,14689.669765548848
2022-07-18,14615.895621292671
2022-07-19,15033.384383212899
2022-07-20,15235.872102510677
2022-07-21,15626.991603822424
2022-07-22,15437.360866852216
2022-07-25,15362.792950817933
2022-07-26,15077.519387252516
2022-07-27,15710.055000538145
2022-07-28,15944.720424530864
2022-07-29,16322.376440650933
2022-08-01,16298.58877294795
2022-08-02,16269.179290488457
2022-08-03,16635.731585681722
2022-08-04,16675.98870895035
2022-08-05,16431.725595061096
2022-08-08,16378.946424926213
2022-08-09,16197.315394570322
2022-08-10,16681.954735367606
2022-08-11,16564.570851188244
2022-08-12,16987.37025346974
2022-08-15,17172.300947629148
2022-08-16,17127.221307072727
2022-08-17,16976.297014792235
2022-08-18,17013.156377804276
2022-08-19,16680.788169413954
2022-08-22,16267.846523007414
2022-08-23,16327.73821506944
2022-08-24,16374.285876685704
2022-08-25,16584.349543792672
2022-08-26,15952.585760307258
2022-08-29,15778.004548668878
2022-08-30,15541.699061032636
2022-08-31,15414.998001659083
2022-09-01,15346.813562708421
2022-09-02,15116.80470142002
2022-09-06,15065.05731503586
2022-09-07,15385.184346968177
2022-09-08,15503.250750883077
2022-09-09,15862.247855834981
2022-09-12,16093.763746045885
2022-09-13,15298.675754537871
2022-09-14,15467.156211251291
2022-09-15,15296.908955234085
2022-09-16,15211.18692371943
2022-09-19,15384.588752174572
2022-09-20,15289.699312296143
2022-09-21,15019.30393312265
2022-09-22,14742.566979497515
2022-09-23,14408.808645540226
2022-09-26,14327.508567452476
2022-09-27,14416.303277097893
2022-09-28,14674.739874429742
2022-09-29,14154.387890928523
2022-09-30,13942.918792758328
2022-10-03,14008.065836633936
2022-10-04,14471.272417746128
2022-10-05,14360.078303530068
2022-10-06,14236.72874749381
2022-10-07,13632.244708031732
2022-10-10,13519.446662967612
2022-10-11,13358.41102409967
2022-10-12,13339.645099960138
2022-10-13,13705.451032136923
2022-10-14,13200.760666627872
2022-10-17,13713.806875980901
2022-10-18,13829.494446566583
2022-10-19,13769.905283907881
2022-10-20,13546.460498412134
2022-10-21,13894.585149760049
2022-10-24,13998.151892399574
2022-10-25,14371.186232725348
2022-10-26,14151.513064225603
2022-10-27,14039.886019029505
2022-10-28,14487.936762365614
2022-10-31,14361.161980562403
2022-11-01,14279.91158199217
2022-11-02,13771.691117305812
2022-11-03,13595.039322881777
2022-11-04,13711.365786526612
2022-11-07,13722.852084857817
2022-11-08,13725.027974201748
2022-11-09,13268.875136920871
2022-11-10,14248.815776874531
2022-11-11,14489.535074434125
2022-11-14,14304.300415693637
2022-11-15,14481.512395772372
2022-11-16,14244.595096069845
2022-11-17,14171.28843957633
2022-11-18,14158.463627674631
2022-11-21,13945.499058211193
2022-11-22,14156.08496346195
2022-11-23,14402.613133065619
2022-11-25,14343.397449506032
2022-11-28,14099.210797472722
2022-11-29,14010.050474313986
2022-11-30,14679.064177558139
2022-12-01,14685.817414988103
2022-12-02,14671.839394623346
2022-12-05,14306.25900106725
2022-12-06,14034.679371371081
2022-12-07,13933.586821107428
2022-12-08,14097.28145423986
2022-12-09,14058.321164151208
2022-12-12,14147.354611382154
2022-12-13,14216.130138121862
2022-12-14,14072.039610795478
2022-12-15,13693.400796617307
2022-12-16,13463.848183120304
2022-12-19,13299.856304529421
2022-12-20,13185.49350480983
2022-12-21,13378.773384810269
2022-12-22,12973.596838169276
2022-12-23,12976.619127452337
2022-12-27,12673.586718629573
2022-12-28,12544.074974325977
2022-12-29,12923.055388877383
2022-12-30,12916.60144181995
2023-01-03,12645.198260849786
2023-01-04,12737.346593237497
2023-01-05,12517.841064567845
2023-01-06,12831.867124881202
2023-01-09,12984.80071763231
2023-01-10,13087.334947492176
2023-01-11,13324.905824700236
2023-01-12,13443.782105596427
2023-01-13,13518.291429157427
2023-01-17,13677.33933568716
2023-01-18,13466.478300594066
2023-01-19,13317.308299990449
2023-01-20,13692.275876640699
2023-01-23,14052.745880942115
2023-01-24,14055.737155806368
2023-01-25,14052.092592197996
2023-01-26,14417.05144226956
2023-01-27,14704.224052802834
2023-01-30,14319.495511153638
2023-01-31,14607.396754848343
2023-02-01,14950.616707597283
2023-02-02,15392.640599245547
2023-02-03,15271.808979539916
2023-02-06,15201.037082145787
2023-02-07,15504.570033440725
2023-02-08,15399.201266818618
2023-02-09,15348.826444481807
2023-02-10,15173.11084027731
2023-02-13,15375.278700621759
2023-02-14,15614.110078221558
2023-02-15,15719.218460427437
2023-02-16,15359.388173458701
2023-02-17,15332.533933313796
2023-02-21,14888.84341587844
2023-02-22,14932.632249593906
2023-02-23,15201.767125048356
2023-02-24,14959.015269398464
2023-02-27,15141.961757139912
2023-02-28,15078.964966608304
2023-03-01,14946.255360834546
2023-03-02,14946.37296964146
2023-03-03,15273.346470255314
2023-03-06,15216.102738825197
2023-03-07,14981.919535345323
2023-03-08,15002.102331495964
2023-03-09,14652.488329985365
2023-03-10,14429.33380526632
2023-03-13,14467.968151242325
2023-03-14,14845.895070708597
2023-03-15,14811.064627293676
2023-03-16,15182.73133028985
2023-03-17,15046.168424136318
2023-03-20,15137.520245923164
2023-03-21,15460.90930311005
2023-03-22,15221.635065830433
2023-03-23,15349.633436972505
2023-03-24,15392.240815315305
2023-03-27,15360.923118701938
2023-03-28,15287.851336089192
2023-03-29,15560.05380208148
2023-03-30,15678.408025667713
2023-03-31,16021.356778118603
2023-04-03,15911.834613255032
2023-04-04,15779.85708397715
2023-04-05,15574.456908313561
2023-04-06,15671.13169335574
2023-04-10,15683.749533447983
2023-04-11,15631.57932191738
2023-04-12,15468.337555658918
2023-04-13,15749.672832842003
2023-04-14,15691.812262353018
2023-04-17,15793.469511761597
2023-04-18,15805.358344981569
2023-04-19,15795.49495625453
2023-04-20,15481.941338782737
2023-04-21,15494.307918064136
2023-04-24,15435.792804314107
2023-04-25,15145.04348735838
2023-04-26,15225.264301073246
2023-04-27,15588.596959243267
2023-04-28,15761.860222787916
2023-05-01,15786.698111512696
2023-05-02,15604.429689186001
2023-05-03,15534.191579605056
2023-05-04,15455.100583978241
2023-05-05,15905.22210185741
2023-05-08,15938.472775492199
2023-05-09,15808.308702997883
2023-05-10,15930.704103874661
2023-05-11,15919.9222801224
2023-05-12,15826.118856558207
2023-05-15,15898.776981609899
2023-05-16,15874.265863531167
2023-05-17,16163.635593412033
2023-05-18,16436.308368109774
2023-05-19,16419.951487428265
2023-05-22,16557.82382863172
2023-05-23,16343.250239033132
2023-05-24,16231.553941754797
2023-05-25,16855.63931524998
2023-05-26,17218.52848457781
2023-05-30,17384.679820066423
2023-05-31,17382.564051332705
2023-06-01,17598.06692551379
2023-06-02,17866.594646525748
2023-06-05,17841.486746512997
2023-06-06,17932.93903657592
2023-06-07,17860.155510484063
2023-06-08,18083.033135716705
2023-06-09,18198.253040498443
2023-06-12,18437.59717794566
2023-06-13,18615.158270119155
2023-06-14,18624.013705478068
2023-06-15,18831.067516378098
2023-06-16,18767.066178522367
2023-06-20,18852.600718567635
2023-06-21,18577.70305295618
2023-06-22,18762.242411918083
2023-06-23,18542.999435695467
2023-06-26,18255.50664235279
2023-06-27,18574.85905447669
2023-06-28,18692.007242416974
2023-06-29,18746.442634763396
2023-06-30,19017.638023025724
2023-07-03,19178.464678277884
2023-07-05,19152.60134489127
2023-07-06,19026.18300655529
2023-07-07,18961.978242492612
2023-07-10,18887.637388041017
2023-07-11,18948.66941024769
2023-07-12,19134.027963145945
2023-07-13,19350.441575791698
2023-07-14,19364.823529191282
2023-07-17,19614.95704384085
2023-07-18,19837.42475925614
2023-07-19,19826.45682156683
2023-07-20,19287.355156762926
2023-07-21,19176.036923600153
2023-07-24,19331.208058126773
2023-07-25,19394.194227458254
2023-07-26,19321.438404746772
2023-07-27,19092.842999893248
2023-07-28,19450.774199505984
2023-07-31,19498.37492298713
2023-08-01,19382.185058648243
2023-08-02,18996.3708005349
2023-08-03,18997.813609843153
2023-08-04,18728.148334571295
2023-08-07,18725.33230150202
2023-08-08,18628.42536980397
2023-08-09,18380.00549520076
2023-08-10,18405.823118794993
2023-08-11,18326.283529701846
2023-08-14,18440.666599206743
2023-08-15,18204.68336518705
2023-08-16,18006.12169422558
2023-08-17,17769.819360204885
2023-08-18,17749.26749102365
2023-08-21,18100.645096203643
2023-08-22,18111.672891520997
2023-08-23,18395.498139454696
2023-08-24,18030.187152416453
2023-08-25,18228.84676960276
2023-08-28,18348.552608094316
2023-08-29,18837.690020652808
2023-08-30,18957.709269548475
2023-08-31,18967.159378780852
2023-09-01,18889.844021450714
2023-09-05,18980.452504886965
2023-09-06,18706.632240136514
2023-09-07,18503.569235282775
2023-09-08,18508.01578318582
2023-09-11,18883.14956811329
2023-09-12,18654.0427431268
2023-09-13,18688.985260570895
2023-09-14,18883.164531173974
2023-09-15,18644.3140551993
2023-09-18,18587.843501719413
2023-09-19,18589.530945651593
2023-09-20,18300.84851500331
2023-09-21,18015.976750120863
2023-09-22,17895.887706052014
2023-09-25,17997.017269243468
2023-09-26,17713.049368373904
2023-09-27,17687.455475440678
2023-09-28,17837.139780735415
2023-09-29,17890.02095052355
2023-10-02,17999.433028066927
2023-10-03,17702.065609770936
2023-10-04,17993.690986258945
2023-10-05,18011.94297749565
2023-10-06,18252.16194669755
2023-10-09,18335.838969450306
2023-10-10,18426.96055447397
2023-10-11,18522.379224699143
2023-10-12,18400.49996245641
2023-10-13,18160.30132455023
2023-10-16,18340.66259073703
2023-10-17,18301.149256759156
2023-10-18,17967.138938506163
2023-10-19,17628.16893588985
2023-10-20,17329.674105634662
2023-10-23,17356.375219122012
2023-10-24,17505.437583961993
2023-10-25,17297.189318910547
2023-10-26,16944.099481540172
2023-10-27,16971.720943296285
2023-10-30,17053.771475159978
2023-10-31,17155.863654216166
2023-11-01,17447.659940701407
2023-11-02,17872.864076495156
2023-11-03,18055.42272553605
2023-11-06,18125.589326859576
2023-11-07,18267.79210279622
2023-11-08,18294.48929814027
2023-11-09,18054.910237326887
2023-11-10,18420.89423710386
2023-11-13,18457.092998503795
2023-11-14,18965.338602288022
2023-11-15,19039.209041931575
2023-11-16,18994.256444790586
2023-11-17,18995.452702007507
2023-11-20,19194.135938685067
2023-11-21,19156.625993838323
2023-11-22,19120.570632603463
2023-11-24,19108.16949698604
2023-11-27,19099.881882858732
2023-11-28,19221.04774436532
2023-11-29,19185.3059324609
2023-11-30,19151.246158541137
2023-12-01,19271.123474852488
2023-12-04,19161.33182771499
2023-12-05,19261.976270953557
2023-12-06,19193.186500301847
2023-12-07,19373.64692059943
2023-12-08,19479.597337973835
2023-12-11,19418.11068984151
2023-12-12,19474.713765700282
2023-12-13,19755.896159027587
2023-12-14,19975.79909243373
2023-12-15,19959.2411386387
2023-12-18,20019.063156158514
2023-12-19,20164.504422877035
2023-12-20,19772.042501108648
2023-12-21,20018.371903864438
2023-12-22,20006.476594502637
2023-12-26,20137.66331468511
2023-12-27,20222.983842277852
2023-12-28,20138.288988944638
2023-12-29,19993.46451396726
2024-01-02,19685.617480544937
2024-01-03,19375.558384413947
2024-01-04,19312.220008950448
2024-01-05,19354.462561878405
2024-01-08,19819.677424345144
2024-01-09,19776.191424894278
2024-01-10,19893.827474785856
2024-01-11,19821.543088571398
2024-01-12,19738.84617670866
2024-01-16,19748.56696948898
2024-01-17,19614.88673668248
2024-01-18,19799.296129035214
2024-01-19,20009.255605189595
2024-01-22,20089.33483361499
2024-01-23,20139.959371355686
2024-01-24,20116.949498063528
2024-01-25,19895.314837777427
2024-01-26,19840.57390619143
2024-01-29,20033.01486023899
2024-01-30,19914.253841200032
2024-01-31,19575.864760813893
2024-02-01,19780.74482627366
2024-02-02,19845.356442549575
2024-02-05,19745.60269306463
2024-02-06,19852.02770240755
2024-02-07,19954.048700541018
2024-02-08,20003.671832534914
2024-02-09,20205.992002207262
2024-02-12,20117.467922528944
2024-02-13,19742.636471419348
2024-02-14,19938.99187486753
2024-02-15,20155.90853068964
2024-02-16,20011.656564366953
2024-02-20,19833.82800754459
2024-02-21,19833.51789203683
2024-02-22,20168.756708916844
2024-02-23,20050.905724040647
2024-02-26,20088.886718695358
2024-02-27,20173.564824579757
